category,question_title,question_content,question_date,question_url
Cơ xương khớp,mang thai,"em mang thai 32tuân tuổi hôm nay e đi siêu âm thì bác sĩ nói em bé bị giãn bể thận 2 bên nhẹ à 12mm(T) và 8,2mm(P) vậy bác sĩ cho e hỏi có nguy hiểm gì không ạ e đang cảm thấy rât lo lắng",05/07/2020,https://medlatec.vn/hoi-dap/mang-thai-c9-q53521#traloi
Cơ xương khớp,Hiv,Bs cho e hỏi trong khi qhtd lúc xuất e bị rách bao thì nguy cơ nhiễm là % ạ và sau bn ngày thì xn là chuẩn nhất,04/07/2020,https://medlatec.vn/hoi-dap/hiv-c9-q53486#traloi
Cơ xương khớp,Đứt tay,E bị đức ngón tay áp út và ngón út mai mỗi ngón 2mui bác sĩ bảo là e bị đứt gân máu sau 1tuan cắt chỉ hiện tại e cắt chỉ dc 4ngay nhưng e co 2ngon tay của e co k sát xuống dc cho e hỏi như thế ephai3 làm gì.,04/07/2020,https://medlatec.vn/hoi-dap/dut-tay--c9-q53482#traloi
Cơ xương khớp,.,"Con thường bị khó thở vào buổi chiều, cảm thấy mệt ,thấy no mặc dù chưa ăn gì và buồn nôn thì bị gì ạ",04/07/2020,https://medlatec.vn/hoi-dap/-c9-q53471#traloi
Cơ xương khớp,Nhờ BS tư vấn,"Tôi bị viêm gan C mạn. Trước khi điều trị tôi xét nghiệm có kết quả: xơ gan f4; tải lượng virus là:5,88 ×10^6.Tôi điều trị 12 tuần.
 Ba tháng  sau khi kết thúc điều trị tôi đã đi xét nghiệm lại và kết quả: xơ gan F0-1; tải lượng đếm virus: Không phát hiện được.
Vậy cho tôi hỏi với kết quả đó có thể coi là khỏi hẳn chưa? Tôi có thể hiến máu được không ạ?",04/07/2020,https://medlatec.vn/hoi-dap/nho-bs-tu-van-c9-q53470#traloi
Cơ xương khớp,Gãy xương đòn,"Chào bác sĩ trước đây em có bi tai nạn bị gãy xương đòn và em cũng đã phẫu thuật bắt đinh nối xương đòn lại và cũng đã hồi phục lại được kha khá lâu vài năm rồi ạ nhưng mà em vẫn chưa phẫu thuật lấy đinh nẹp xương đòn ra ạ em để vậy cũng vài năm rồi và cũng không có ảnh hưởng gì mấy hết chỉ có cái là đinh đóng trong xương dài chĩa thịt nhô lên thôi nhưng mà cũng vài năm rồi cũng không có sao cả,và rồi tự nhiên bây giờ ngay chỗ cây đinh ở trong chĩa ra nhô thịt lên bị bầm đen lên ngay chỗ cây đinh chĩa lên em không biết bị như vậy có vấn đề gì và em cần làm gì tốt nhất ạ xin bác sĩ tư vấn giúp em ạ em xin cảm ơn",04/07/2020,https://medlatec.vn/hoi-dap/gay-xuong-don--c9-q53466#traloi
Cơ xương khớp,Mang thai,Chào bác sĩ.Tôi mang thai 13w4d mà bsi nói độ mờ da gáy của bé 2.8-2.9 liêu nguy cơ dow có cao không thưa bác sĩ,04/07/2020,https://medlatec.vn/hoi-dap/mang-thai-c9-q53449#traloi
Cơ xương khớp,Hỏi,Chào bsi. Bé nhà em được 9th tuổi. Để ý thì bé bị lệch xương sườn. Bên trái trùng hơn bên phải chắc do nằm bên trái quá nhiều. Thì cho em hỏi giờ phải làm cách nào và có ảnh hưởng đến mai sau không ạ,04/07/2020,https://medlatec.vn/hoi-dap/hoi-c9-q53444#traloi
Cơ xương khớp,viêm họng hạt + lưỡi,"thưa bác sĩ em bị viêm amidan sau đó 1 tuần thì khỏi 
tuy nhien sau khi hết viêm amidan thì đáy lưỡi và vòm họng nổi viêm như viêm họng hạt nhưng không đau ăn ,uống bình thường,ko ảnh hưởng đến cơ thể lưỡi có màng trắng hơi hôi thì có sao k ạ",03/07/2020,https://medlatec.vn/hoi-dap/viem-hong-hat--luoi-c9-q53441#traloi
Cơ xương khớp,Về họng,Chào bác sĩ .em bị đau họng lâu rồi .và đang có em bé đc 3 tháng .dạo gần đây em phát hiện bị u như ở lưỡi gà em đi xét nghiệm lành tính .nhưng máy hôm nay em phát hiện ở dưới lưỡi có các hạt tròn nhỏ màu trắng ở dưới lưỡi .em hay ngâm gừng để chữa ho do em ko uống đc thuốc .ko biết các nốt đấy có phải do nhiệt hay bị sao ạ,03/07/2020,https://medlatec.vn/hoi-dap/ve-hong--c9-q53429#traloi
Cơ xương khớp,Hỏi về kết quả xét nghiệm mau,"Xin hỏi BS :
Tôi đi khám , làm xét nghiệm máu tất cả các chỉ số đều bình thường duy có MCV lúc nào cũng 77 và MCH thường từ 26,3 - 24,8 xét nghiệm điện đi kết luận Tân máu bẩm sinh nhưng không chỉ định điều trị : là sao ?
Tôi phải làm gì để đảm bảo sức khỏe ?
Xin cảm ơn BS !",01/07/2020,https://medlatec.vn/hoi-dap/hoi-ve-ket-qua-xet-nghiem-mau-c9-q53308#traloi
Cơ xương khớp,Hỏi về xương khớp ạ,"Con gái em đc 18 tháng , ở đốt đầu tay ngón giữa có 1 cục cứng nằm dưới da , ấn vào thỳ có vẻ cháu đau thấy cháu rụt tay lại . Em muốn hỏi là không biết cục đấy là gì ạ",01/07/2020,https://medlatec.vn/hoi-dap/hoi-ve-xuong-khop-a-c9-q53305#traloi
Cơ xương khớp,Thai nhi,"Chào bác sĩ về em mang bầu gần dược 7thang rồi? 
  Hồi nãy Em không May trượt chân vào bụng vào bụng và em có ảnh hưởng đến Thai nhi không ạ",30/06/2020,https://medlatec.vn/hoi-dap/thai-nhi-c9-q53300#traloi
Cơ xương khớp,"Xương chụp ức nhô, hơi lệch về bên trái, gây hỏi thơ nặng nhọc","Em là nữ, 22 tuổi, em cao 1,58m nặng 60kg. Gần hai tháng nay, xương ức ( xương chuôi ức) của em hơi nhô lên, hơi lệch về bên trái, dù em chỉ tăng kí .Nó gây khó thở khi nằm, đặc biệt là ban đêm, cảm giác như khó tiêu, hơi thở nặng. Em ít vận động, ít ở ngoài nắng. Cho em hỏi, không biết em có bị bệnh gì không ạ? Em cảm ơn",30/06/2020,https://medlatec.vn/hoi-dap/xuong-chup-uc-nho-hoi-lech-ve-ben-trai-gay-hoi-tho-nang-nhoc-c9-q53297#traloi
Cơ xương khớp,Thai nhi,Em có thai 7 tuần đã xác định được giới tính chưa,30/06/2020,https://medlatec.vn/hoi-dap/thai-nhi-c9-q53296#traloi
Cơ xương khớp,vùng da khổi nổi cục mảng ko đỏ ko ngứa,"thưa bác sĩ, ở 2 khuỷu tay em nổi các cục ( cũng ko hẳn là cục, nó xẹp và dài hơn ) nhỏ, có các mảng da màu trắng có thể bóc ra được trên các cục đó , nếu tiếp xúc với nước/ bôi kem dưỡng ẩm.. thì sẽ bị mất mảng đó mà các cục vẫn còn.  ( các cục không đỏ, lâu lâu mới ngứa ). Ở đầu gối bên phải em cũng tương tự nhưng không có các cục đó, chỉ có các mảng. Bác sĩ có thể chuẩn đoán bệnh của em và nêu cách khắc phục được không ạ? Em cảm ơn",30/06/2020,https://medlatec.vn/hoi-dap/vung-da-khoi-noi-cuc-mang-ko-do-ko-ngua-c9-q53291#traloi
Cơ xương khớp,chẩn đoán chèn ép rễ thàn kinh,"Thưa bác sĩ
em có 2 câu hỏi muốn hỏi ạ
1. em chụp x-quang cột sống
phần chẩn đoán : chèn ép rễ thần kinh và đám rối trong phân loại nơi khác
phần kết luận: hình ảnh cột sống bình thường
-> vậy cho em hỏi là e có bị chèn ép rễ thần kinh không ạ
2. Em có đi thử máu bác sĩ kết luận là em bị thiếu canxi 
-> vậy cho e hỏi trên bảng kết quả thử máu chỉ số xét nghiệm nào cho bt e bị thiếu canxi ạ",30/06/2020,https://medlatec.vn/hoi-dap/chan-doan-chen-ep-re-than-kinh-c9-q53279#traloi
Cơ xương khớp,Khoa tiết niệu,Cho em hỏi chi phí mổ gián tĩnh mạch tinh,30/06/2020,https://medlatec.vn/hoi-dap/khoa-tiet-nieu-c9-q53270#traloi
Cơ xương khớp,gãy xương đòn lần 2.,"chào bác sĩ. 
tôi bị gãy xương đòn lần 1 có nẹp inox. ( bs báo gãy đẹp) 
sau 1 năm tôi có tháo nẹp , vài thngs sau thì tôi bị ngã xe và bị rạng nứt lại . tôi mặc kê và đi làm lại sau 15 ngày.  giờ tôi thấy tay đau sau những hành động quơ tay mạnh,  hoặc giơ tay lên cao.  bay giờ tôi muốn nẹp inox lại có được không ak.  xin chân thành cảm ơn và chờ câu trả lời của bác sĩ.",29/06/2020,https://medlatec.vn/hoi-dap/gay-xuong-don-lan-2--c9-q53243#traloi
Cơ xương khớp,Bị đinh sắt đâm,Em bị 1 cây sắt 8 đâm vô phần bắp chân gần 5cm...và dưới bắp chân bị cây thước nhôm bật vô sưng tiếm cái bắp chân gần 1 tuần nay ... vết thương sắt đâm thì sắp lành...còn chổ bị cây thước nhôm đập vô thì chỉ đỡ bầm thôi ạ nhay đầu gối thì khó thẳng chân ạ,29/06/2020,https://medlatec.vn/hoi-dap/bi-dinh-sat-dam-c9-q53229#traloi
Cơ xương khớp,Xương đùi,"Bác sĩ cho e hỏi e 
Ở phần xương đùi của e không biết là có phải u hay không . Nhưng mỗi lần e sờ vào thì có cái cục gì ấy . không biết có nguy hiểm k bsi.e cảm ơn.",29/06/2020,https://medlatec.vn/hoi-dap/xuong-dui-c9-q53214#traloi
Cơ xương khớp,giãn bể thận,"chào bác sỉ. 
e nay đang bầu bé thứ 2  đã 21 tuần khi siêu âm phát hiện giãn bể thận trái 7 mm. ( thai là bé gái)
lúc bầu bé đầu cũng bị như thế này. trong gia đình cháu không có ai bị tình trạng này. lúc 12 tuần cháu có lm xn thì kết quả đều bình thường. cháu không hiểu vì sao 2 đứa con cháu lại bị tình trạng i chang nhau. bác sỉ có thể giải đáp cho cháu với không ạ. theo cháu tìm hiểu thông tin thì tỉ lệ bé mắc phải tình trạng này là rất thấp, nhưng cháu 2 đứa con đều bị i nhau. cháu buồn quá. bác có thể giải đáp cho cháu với.",28/06/2020,https://medlatec.vn/hoi-dap/gian-be-than-c9-q53198#traloi
Cơ xương khớp,Đưt tay,Tôi bị đứt tay ớ bàn tay tại sao lại mất cảm giác ngón tay trỏ,28/06/2020,https://medlatec.vn/hoi-dap/dut-tay-c9-q53196#traloi
Cơ xương khớp,Hỏi đáp bệnh,Ngày 24.6.2020 bệnh viện có xét nghiệm máu chỉ số cyfa 21-1 của tôi cao hơn bình thường 3.66 có nguy hiểm không,28/06/2020,https://medlatec.vn/hoi-dap/hoi-dap-benh-c9-q53193#traloi
Cơ xương khớp,Hay bị buồn như kiến bò trong xương ống chân,Chào bác sĩ .e tên là hiền ở chương mỹ hn . E hay bị cảm giác như kiến bò trong xương ống chân bên phải thỉnh thoảng cũng bị nhức đầu gối .bs cho e hỏi hiện tượng trên là bênh j ko ak .e làm nghề may mặc .nên ngồi nhiều vs chủ yếu hoạt động cjân phải .có phải do e ngồi làm việc nhiều bằng chân nên bị vậy ko ạ .bs giúp e vs ạ,28/06/2020,https://medlatec.vn/hoi-dap/hay-bi-buon-nhu-kien-bo-trong-xuong-ong-chan-c9-q53183#traloi
Ký sinh trùng,Kết quả xét nghiệm,"Tôi làm kết quả xét nghiệm máu san cho mèo có ở KQ sau:
Tôi Ara IgG (Elisa) có GZ 0,29 OD
Tôi có bị san chó mèo hay không?",12/06/2020,https://medlatec.vn/hoi-dap/ket-qua-xet-nghiem-c23-q52379#traloi
Ký sinh trùng,"Bị dị ứng do giun, sán ký sinh","Các bác sỹ cho e hỏi, có loại thuốc nào tẩy hết đc giun, sán trong cơ thể ra k ạ ?",10/06/2020,https://medlatec.vn/hoi-dap/bi-di-ung-do-giun-san-ky-sinh-c23-q52269#traloi
Ký sinh trùng,Hỏi về truền bệnh dại,"Bác sĩ cho e hỏi , lòng bàn tay của e có vết thương hở ( độ rộng bé khoảng 1.5 milimet vuông) vết thương ko chảy máu và e đã dùng lòng bàn tay vuốt lên lông trên lưng của con chó . Sau đó thì e đã ngay lập tức dùng cồn sát khuẩn rửa tay 
Nguy cơ của e cơ cao ko ạ và cần đi tiêm phòng ko ạ",31/05/2020,https://medlatec.vn/hoi-dap/hoi-ve-truen-benh-dai-c23-q51792#traloi
Ký sinh trùng,Hỏi hiv,Lúc chiều E đi cắt tóc bị cái tông đơ làm xước da 1 đoạn dài 2cm nhưng máu hầu như ko chảy mà chỉ có 1 vạch trên da . Cho e hỏi trường hợp của e cơ nguy cơ bị nhiễm hiv ko ạ em cảm ơn ạ,27/05/2020,https://medlatec.vn/hoi-dap/hoi-hiv-c23-q51638#traloi
Ký sinh trùng,Xét nghiệm vi sinh,E xet nghiem toxocara igg mien dich tu dong duong tinh 5.7545 tai beh vien nhan dan gia dinh. Hien tai da ngứa nhieu vao ban dem. Mong bac si tu van giup e.,17/05/2020,https://medlatec.vn/hoi-dap/xet-nghiem-vi-sinh-c23-q51097#traloi
Ký sinh trùng,Bệnh sán chó,Khu em ở có nhiều chó hay đi ị bậy ngay trên đường vào hẻm em ở vậy cho em hỏi chạy xe không cẩn thận đi sau xe phía trước cán lên và mình phía sau thì nguy cơ mìh bị dính ấu trùng lên tay lái và dính lên tay và mặt có nguy cơ bị nhiễm sán chó không vậy ạ?,13/05/2020,https://medlatec.vn/hoi-dap/benh-san-cho-c23-q50928#traloi
Ký sinh trùng,Sán lá nhỏ,Vì sao bị nhiễm sán lá nhỏ ban đầu bệnh nhân thường bị rối loạn tiêu hóa,07/05/2020,https://medlatec.vn/hoi-dap/san-la-nho-c23-q50638#traloi
Ký sinh trùng,Bị chó cắn,"Bác sĩ cho xin hỏi là khoảng nữa năm hay gần một năm trước con bị chó cắn và đã chích ngừa, và bà con đã để còn chó theo dõi và nó không bị gì nên đã nuôi nó tiếp tục đến giờ nó cắn còn lần nữa thì nên làm gì ạ",06/05/2020,https://medlatec.vn/hoi-dap/bi-cho-can-c23-q50581#traloi
Ký sinh trùng,Ký Sinh Trùng,"Chào bác sĩ ạ , con có người thân đi xét nghiệm về giun đũa chó , kết quả cho ra là 0,58(+) con muốn hỏi rằng liệu kết quả như thế có nguy hiểm gì nhiều không ạ? con xin cảm ơn ạ",06/05/2020,https://medlatec.vn/hoi-dap/ky-sinh-trung--c23-q50580#traloi
Ký sinh trùng,Kí sinh ở não,Kí sinh ở não,03/05/2020,https://medlatec.vn/hoi-dap/ki-sinh-o-nao-c23-q50426#traloi
Ký sinh trùng,Bi meo can,"Cho con hoi.nha con moi xin con meo con ve nuoi,con bi nó cắn bị lủng 2 lỗ rất nhỏ trên ngón tay con nặn mới chảy máu.giờ con dang cho con bú,vậy con có thể theo doi con meo,neu nó chết thi con mới tiêm phong dược k ạ.nếu phải tiêm phòng thì có nóng hay ảnh hưởng gì đến bé khog thưa bác sĩ.",02/05/2020,https://medlatec.vn/hoi-dap/bi-meo-can-c23-q50378#traloi
Ký sinh trùng,Vật nuôi,"Chào bác sĩ, mình bị nuốt phải lông chó, một sợi hình như mảnh và ngắn, có bị sao không ạ?",27/04/2020,https://medlatec.vn/hoi-dap/va%CC%A3t-nuoi-c23-q50065#traloi
Ký sinh trùng,Tư vấn sức khỏe,"Em chào bác sĩ. Bác sĩ cho em hỏi với ạ. Em mới đi khám phụ khoa xét nghiệm ra kết quả thế này. Bác sĩ giải thích giúp em với ạ
Trực khuẩn gram dương +++
Cầu khuẩn gran dương ++
Trực khuẩn gram âm +
Bạch cầu 06-07
Tế bào 07-08
Tạp khuẩn ++
Lacto bacillus ++
Em cảm ơn ạ",22/04/2020,https://medlatec.vn/hoi-dap/tu-van-suc-khoe-c23-q49743#traloi
Ký sinh trùng,Bị mèo cắn,"Thưa bác sĩ em bị mèo căn 2 hôm trước bằng răng nanh ạ
Vết thương khá sâu và sưng nóng rát đỏ lên và đau từng cơn ạ em chưa tiêm phòng cho mèo nhà em thì em có nên đi khám để tiêm phòng dại không ạ 
Em cảm ơn bác sĩ ạ",12/04/2020,https://medlatec.vn/hoi-dap/bi-meo-can-c23-q49109#traloi
Ký sinh trùng,Hỏi về bệnh giun đũa chó mèi,Tôi đã đi xét nghiệm tại ký sinh trùng sốt rét trung ương và uống thuốc nhiều lần do dương tính với giun đũa chó mèo . Nhưng vẫn không khỏi vậy bây giờ tôi nên làm sao,05/04/2020,https://medlatec.vn/hoi-dap/hoi-ve-benh-giun-dua-cho-mei-c23-q48656#traloi
Ký sinh trùng,hỏi về giun sán,"chào Bs, nhà. em có nuôi chó và em thì rất yêu quý chúng, gần đây đọc báo thấy nhắc nhiều về giun, sán chó lây cho người. em thấy rất lo lắng, chỉ sợ giun sán lên não thì nguy hiểm, liệu nêua phát hiện giun sán trên não uống thuốc có hết không hay phải mổ ạ? xét nghiệm máu có phát hiện được giun sán ko ạ? mong các bs trả lời giúp em, cám ơn Bs nhiều",15/02/2019,https://medlatec.vn/hoi-dap/hoi-ve-giun-san-c23-q31674#traloi
Ký sinh trùng,"Sốt 39, nhấc mỏi lưng, thấy lạnh, khát nước ?","tôi bị sốt tầm 39 độ trong 12h vừa rồi, người nhấc mỏi, nhất là phần hông và lưng, thấy lạnh trong người ra và háo nước thì có nguy cơ bị gì ?",22/01/2019,https://medlatec.vn/hoi-dap/sot-39-nhac-moi-lung-thay-lanh-khat-nuoc--c23-q31463#traloi
Ký sinh trùng,xét nghiệm,"Xin hỏi bên mình có xét nghiệm huyet thanh nhiễm leptopspira không ạ, cám ơn.",21/01/2019,https://medlatec.vn/hoi-dap/xet-nghiem-c23-q31460#traloi
Ký sinh trùng,kết quả TPHA,Xin bác sĩ cho em kết quả xét nghiệm TPHA . Mã 081018-2413806986. Xin cám ơn,16/10/2018,https://medlatec.vn/hoi-dap/ket-qua-tpha-c23-q30069#traloi
Ký sinh trùng,vi khuẩn S.aureus,Tôi làm xn cấy dịch âm đạo có kết quả vi khuẩn gây bệnh là S.aureus ở âm đạo . Đó là bệnh gì và phòng chữa .,25/09/2018,https://medlatec.vn/hoi-dap/vi-khuan-saureus-c23-q29825#traloi
Ký sinh trùng,Thuốc tẩy giun,em xét nghiệm máu kết quả bạch cầu ái toan tăng bs tư vấn uống thuốc tẩy giun vậy e nên uống loại thuốc nào thì tốt ? bs tư vấn giúp e. e xin cảm ơn!,13/08/2018,https://medlatec.vn/hoi-dap/thuoc-tay-giun-c23-q29347#traloi
Ký sinh trùng,Bệnh giun đũa chó Toxocara,"Bac sỹ cho e hỏi e bị sán chó Toxocariasis , e đi khám bs cho e đơn thuốc Ivermectin liều 3 viên uống 1 lần . Nhưng e lên mạng xem bệnh viện tư vấn nó ko tốt . Bs cho e hỏi khi e bị người e có biểu hiện ngứa vậy sau khi uống thuốc khi nào mới hết giun trong người và nếu ko hết bao lâu e mới có thể sử dụng thuốc khác.Như thuốc mebendazole.
 (Theo Magnaval (2001), thiabendazole liều 25-50 mg/kg/ngày trong 3-7 ngày có hiệu quả trong 50-53% trường hợp bệnh, mebendazole liều 20-25 mg/kg/ngày trong 21 ngày có hiệu quả trong 70% trường hợp bệnh và albendazole liều 10 mg/kg/ngày trong 5 ngày có hiệu quả trong 47% trường hợp bệnh. Tuy diethylcarbamazine (DEC) liều 3-4 mg/kg/ngày trong 21 ngày (khởi đầu với liều 25 mg/ngày và tăng dần) có hiệu quả đến 70% trường hợp bệnh nhưng có đến 28% bệnh nhân bị phản ứng bất lợi và 10% có phản ứng ngứa, nổi mề đay. Ivermectin không được khuyên dùng vì hiệu quả kém. )",24/04/2018,https://medlatec.vn/hoi-dap/benh-giun-dua-cho-toxocara-c23-q28322#traloi
Ký sinh trùng,Kết quả dưới đây có bị sán chó ko ak,"Tên xét nghiệm: echinococcus - IgG
Kết quả: NEG < 5 U/mL
CSBT/NGƯỠNG: ( < 10 U/mL, Gz 10 - 15, < 0,3 OD)",23/04/2018,https://medlatec.vn/hoi-dap/ket-qua-duoi-day-co-bi-san-cho-ko-ak-c23-q28176#traloi
Ký sinh trùng,Bệnh sán chó,Thưa bác sĩ tôi mới đi xét nghiệm ở bệnh viện đa khoa tỉnh. Bác sĩ cho tôi uống 2 viên Pizar 6mg như vậy có đủ liệu trình trị bệnh của tôi chưa vây?,21/03/2018,https://medlatec.vn/hoi-dap/benh-san-cho-c23-q27934#traloi
Ký sinh trùng,Điều trị áp xe gan do sán,"Kính gửi Ths Nguyễn Thị Thu Hương
Tôi đi khám và được chẩn đoán áp xe gan do sán. Bác sỹ cho tôi hỏi điều trị áp xe gan do sán có phải nằm viện không? Bệnh viện Medlatec có điều trị bệnh này không? 
Trân trọng cảm ơn",07/03/2018,https://medlatec.vn/hoi-dap/dieu-tri-ap-xe-gan-do-san-c23-q27824#traloi
Ký sinh trùng,Hỏi về xét nghiệm kí sinh trùng,"Cho em hỏi giờ em muốn xét nghiệm xem trong máu mình có nhiễm loại giun nào không thì em xét nghiệm những chỉ số nào và giá tiền cho mỗi chỉ số xét nghiệm.
Em cảm ơn!",18/01/2018,https://medlatec.vn/hoi-dap/hoi-ve-xet-nghiem-ki-sinh-trung-c23-q27583#traloi
Ký sinh trùng,Bé bị nhiễm ký sinh trùng,"Thưa bác sỹ, bé trai nhà em năm nay 4 tuổi có làm xét nghiệm máu vì nghi sốt xuất huyết ngày 23/09,  kết quả xét nghiệm bé âm tính với sốt xuất huyết nhưng nhân viên Melatec có gọi cho gia đình nói là bé bị nhiễm ký sinh trùng. Xin bác sỹ tư vấn thêm cho em về bệnh này và hướng điều trị cho bé. Mã xét nghiệm của bé là 230917-1106806006",01/10/2017,https://medlatec.vn/hoi-dap/be-bi-nhiem-ky-sinh-trung-c23-q26987#traloi
Ký sinh trùng,Tư vấn về xét nghiệm thử máu kí sinh trùng,"Bác sỹ cho e hỏi , con e 8t nặng 19kg cao 1m2 . Cháu ăn uống rất tốt nhưng không lên kg , rất gầy và xanh xao . Cho đi khám dinh dưỡng uống thuốc nhưng vẫn vậy , cháu cung hay kêu ngứa gãi sẹo hết người . Nếu giờ e muốn xét nghiệm máu cho cháu để kiểm tra xem cháu bệnh gi hoặc có liên quan đến kí sinh trùng trong máu không ? Vì sao cháu lại gầy thế . Thì nên làm các xét nghiệm nào , và bệnh viện nào khám + xét nghiệm ???",20/09/2017,https://medlatec.vn/hoi-dap/tu-van-ve-xet-nghiem-thu-mau-ki-sinh-trung--c23-q26885#traloi
Ký sinh trùng,Cải thiện tình trạng thiếu cân nặng,bs cho e hỏi. e là nam 21 tuổi cao 1m65 mà nặng có 43kg. từ năm lớp 12 đến giờ cứ trog khoan bây nhiêu ký thui. e k biết tại sao e an cug dau phai it j ma sao e ốm hoai k mập. nhìn mảnh khảnh tay chân nhỏ xấu lắm bs ơi. mong bs chỉ cách cho em lam như thế nào với ạ. liệu em có bị bệnh gì không,02/07/2017,https://medlatec.vn/hoi-dap/cai-thien-tinh-trang-thieu-can-nang-c23-q26197#traloi
Ký sinh trùng,Cách phát hiện giun cho trẻ,"Kính gửi Bác Sĩ Medlatec.
Thằng cu nhà tôi  3 tuôi cứ đêm đến là nằm sấp và rung đùi, mông, cùng với việc hay quấy khóc khó chịu, tôi phát hiện trong phân của cháu co giun nên nghi là cháu bị nhiễm giun. vậy mong bác sĩ tư vấn cho tôi hiện tượng trên có phải đặc trưng khi bị nhiễm giun hay không, và nếu tôi định đi khám giun cho cháu tôi có phải chuẩn bị phân hay cái gì để có thể thuận tiện cho việc khám cho cháu.
Tôi xin cám ơn!",26/06/2017,https://medlatec.vn/hoi-dap/cach-phat-hien-giun-cho-tre-c23-q26162#traloi
Ký sinh trùng,Bị bọ xít mexico cắn,"Tối hôm nay con em,bé 5 tuổi bắt bọ xít mêxico và bị nó cắn.cho e hỏi em nên làm gì.có cần đi bệnh viện không ạ",17/09/2020,https://medlatec.vn/hoi-dap/bi-bo-xit-mexico-can-c23-q56655#traloi
Ký sinh trùng,Giun đũa chó,Chào bác sĩ. Cách đây 3 ngày em có đi xét nghiệm tại viện Pasteur do thấy cơ thể bị ngứa. Kết quả xét nghiệm là dương tính với giun đũa chó Toxocara 0.78OD(<0.3OD). Bác sĩ tại đó có kê đơn thuốc gồm Pizar(ivermectin) 6mg 4 viên uống 2 ngày và cetirizine 10mg 7 viên uống 7 ngày. Sau 3 ngày dùng thuốc em cảm thấy mẩn ngứa nổi nhiều hơn so với lúc xét nghiệm. Không biết triệu chứng ngứa khi dùng thuốc như vậy có sao không ạ? Tình trạng nhiễm giun đũa chó của em như vậy có quá nặng không ạ? Em cảm ơn.,12/09/2020,https://medlatec.vn/hoi-dap/giun-dua-cho-c23-q56468#traloi
Ký sinh trùng,Toxocara,Chaò b.sĩ e có XN toxocara với kết quả là 25 NTU dương tinh́. E muốn hoỉ kết quả như vậy có nguy hiểm không và phaỉ điu trị như thế naò mới dứt hẳn. E caḿ ơn ạ,07/09/2020,https://medlatec.vn/hoi-dap/toxocara-c23-q56289#traloi
Ký sinh trùng,"Lỡ súc miệng ly nước có rết, rắn chui vô.","Cho cháu hỏi nếu chẳng may khi súc miệng mà có rắn, rết con ở trong ly nước khi xả từ vòi nước trong bể nước ra, thì khi vô cơ thể, chúng có thể sống sót và sinh sôi không ạ? Hay là sẽ chết và tiêu hóa do dịch vị của axit trong cơ thể ạ? Do hôm qua trong lúc súc miệng, cháu cảm thấy có gì khó chịu ngay môi và nhả ra liền, nên giờ cháu bị ám ảnh việc đó nên giờ bụng cứ cồn cào khó chịu, hơn nữa ở chỗ cháu đang mùa mưa và hay có rắn, rết lắm ạ. Cháu cảm ơn!",04/09/2020,https://medlatec.vn/hoi-dap/lo-suc-mieng-ly-nuoc-co-ret-ran-chui-vo-c23-q56148#traloi
Ký sinh trùng,Giun đũa chó,"Khoảng 1 đến 2 năm nay em bị ngứa da, ở mông, cùi chỏ tay, khớp ở tay chân, ngứa có kèm theo những vết đỏ như mề đai, em phải dùng thuốc dị ứng. Đã thử kiêng ăn những thực phẩm dễ dị ứng nhưng cơn ngứa cứ tiếp tục mỗi ngày. Em đã đi xét nghiệm sán chó ở bệnh viện nhưng cho kết quả âm tính, khoảng 2 tháng sau đến một nơi khác xét nghiệm nhưng vẫn cho kết quả âm tính. Cho em hỏi dấu hiệu của em là bệnh gì ạ hay kết quả xét nghiệm chưa đúng",04/09/2020,https://medlatec.vn/hoi-dap/giun-dua-cho-c23-q56125#traloi
Ký sinh trùng,Bệnh kí sinh trùng không đặc hiệu,E vừa xét nghiệm toxocara canxi IgG cho kết quả 18/positive. Bác sĩ cho kết quả nhiễm ký sinh trùng không đặc hiệu là như thế nào ạ. Vậy là e đã bị nhiễm sán chó phải k ạ. Có nghiêm trọng không ạ và e phải điều trị thế nào ạ.,26/08/2020,https://medlatec.vn/hoi-dap/benh-ki-sinh-trung-khong-dac-hieu-c23-q55782#traloi
Ký sinh trùng,Hiv,Cho mình hỏi bệnh nhiễm ki sinh trùng HIV là j ạ,23/08/2020,https://medlatec.vn/hoi-dap/hiv-c23-q55652#traloi
Ký sinh trùng,Nhiễm toxocara,"Thưa bác sĩ ,
Em bị nhiễm giun chó ,xét nghiệm dương tính 0.89 đã uống abendazol 400mg trong 21 ngày . Sau 35 ngày xét nghiệm lại còn 0.558 . 
Vậy em có cần điều trị thêm nữa không hay chờ thêm thời gian nữa xét nghiệm lại , hiện em vẫn còn ngứa . 
Mong bs trả lời giúp em , cám ơn bác sĩ .",18/08/2020,https://medlatec.vn/hoi-dap/nhiem-toxocara-c23-q55411#traloi
Ký sinh trùng,mèo của em bị giun sán,"bác sĩ ơi cho em hỏi là mèo mẹ và mèo con đi vệ sinh ra con giun thì em cho mèo uống thuốc alzental ( albendazole 400g ) có được ko ạ . 1 viên thì thì chia cho mèo mẹ đc 1 năm , 2 con mèo con 2 tháng 1 tuần và 1 con mèo 5 tháng tuổi như thế nào ạ . mong bác sĩ trả lời sớm ạ",08/08/2020,https://medlatec.vn/hoi-dap/meo-cua-em-bi-giun-san--c23-q55021#traloi
